OrderNumber,Date,InvoiceType,CustomerCode,Customer,BranchCode,Branch,Area,SalesRep,Brand,Category,SalesQuantity,SalesValue
SO-101155,2024-03-04,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Cleanova,HPC,12,14796.36
SO-101810,2024-03-04,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,PureGlow,HPC,3,7142.58
SO-101989,2024-03-04,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Zaytoona,Food,2,3077.02
SO-100049,2024-03-05,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,Silkene,HPC,3,5758.74
SO-100539,2024-03-05,Sales,1007,Al Maya Supermarket,50029,Al Maya Supermarket - Motor City,Motor City,Rashid Al Marzooqi,Oasis Delights,Food,8,6140.32
SO-100815,2024-03-05,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Cleanova,HPC,40,42616.0
SO-101145,2024-03-05,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Auracare,HPC,1,2531.01
SO-101357,2024-03-05,Sales,1010,Géant,50043,Géant - Festival City,Festival City,Omar Haddad,Auracare,HPC,1,2557.23
SO-101730,2024-03-05,Return,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Oasis Delights,Food,-2,-1548.56
SO-101954,2024-03-05,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Verdé,HPC,12,21306.48
SO-100808,2024-03-06,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,PureGlow,HPC,3,8880.51
SO-100940,2024-03-06,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Sparklo,HPC,20,17390.8
SO-101533,2024-03-06,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Verdé,HPC,1,1939.39
SO-100537,2024-03-07,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Crunchio,Food,8,3276.24
SO-100251,2024-03-08,Return,1003,Spinneys,50008,Spinneys - Jumeirah,Jumeirah,Grace Fernandes,Marhaba Gold,Food,-3,-2174.34
SO-101201,2024-03-08,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,DeliMia,Food,1,1018.22
SO-101210,2024-03-08,Sales,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Verdé,HPC,40,70514.4
SO-100817,2024-03-09,Sales,1014,Day to Day,50062,Day to Day - Deira,Deira,Rashid Al Marzooqi,Lumora,HPC,2,3259.76
SO-100838,2024-03-09,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,Bakehouse Co,Food,3,2164.17
SO-100872,2024-03-09,Sales,1014,  Day to Day ,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Silkene,HPC,2,3498.08
SO-100420,2024-03-10,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Goldenfields,Food,8,8209.2
SO-101177,2024-03-10,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Silkene,HPC,2,3455.34
SO-101224,2024-03-10,Return,1007,Al Maya Supermarket,50028,Al Maya Supermarket - Al Qusais,Al Qusais,Anjali Menon,PureGlow,HPC,-40,-93432.4
SO-101719,2024-03-10,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Verdé,HPC,5,10748.9
SO-100179,2024-03-11,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,FreshLine,HPC,2,1855.08
SO-101541,2024-03-11,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Silkene,HPC,12,22626.12
SO-101413,2024-03-12,Return,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Mintleaf,HPC,-12,-8215.32
SO-101696,2024-03-12,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,PureGlow,HPC,2,4967.78
SO-101938,2024-03-12,Return,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,Mintleaf,HPC,-40,-29616.8
SO-101999,2024-03-12,Sales,1003,Spinneys,50009,Spinneys - Bur Dubai,Bur Dubai,Anjali Menon,Mintleaf,HPC,5,3887.8
SO-100105,2024-03-13,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,SunHarvest,Food,3,1442.28
SO-101606,2024-03-13,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,DeliMia,Food,2,2266.32
SO-100440,2024-03-14,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,Verdé,HPC,40,89934.0
SO-101102,2024-03-14,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,Cedarna,Food,3,4217.7
SO-101321,2024-03-14,Sales,1009,West Zone Supermarket,50036,West Zone Supermarket - Deira,Deira,Rashid Al Marzooqi,Verdé,HPC,12,24391.08
SO-101941,2024-03-14,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Lumora,HPC,12,19893.12
SO-100073,2024-03-15,Sales,1015,Safeer Market,50069,Safeer Market - Bur Dubai,Bur Dubai,Anjali Menon,DeliMia,Food,2,1955.52
SO-100393,2024-03-15,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,Zaytoona,Food,2,2872.7
SO-100628,2024-03-15,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,PureGlow,HPC,1,2804.26
SO-101994,2024-03-15,Sales,1008,Nesto Hypermarket,50034,Nesto Hypermarket - Deira,Deira,Rashid Al Marzooqi,FreshNest,Food,1,604.73
SO-100357,2024-03-16,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Marhaba Gold,Food,20,13981.4
SO-100447,2024-03-16,Sales,1004,Choithrams,50014,Choithrams - Dubai Marina,Dubai Marina,Fatima Khan,DeliMia,Food,1,1159.88
SO-101042,2024-03-16,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,Auracare,HPC,3,6937.44
SO-101915,2024-03-16,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,FreshLine,HPC,8,6990.4
SO-101068,2024-03-17,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Marhaba Gold,Food,2,1180.12
SO-101104,2024-03-18,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Sparklo,HPC,40,38215.2
SO-101172,2024-03-18,Return,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Auracare,HPC,-12,-24532.44
SO-101717,2024-03-18,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Sparklo,HPC,3,3125.67
SO-101739,2024-03-18,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Marhaba Gold,Food,3,2243.22
SO-100795,2024-03-20,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,Zaytoona,Food,5,8371.6
SO-100841,2024-03-20,Sales,1011,Aswaaq,50047,Aswaaq - Festival City,Festival City,Omar Haddad,Marhaba Gold,Food,20,13534.0
SO-101599,2024-03-20,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,Bakehouse Co,Food,12,10769.76
SO-100561,2024-03-21,Return,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,FreshLine,HPC,-12,-11398.2
SO-101340,2024-03-21,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Goldenfields,Food,3,2753.4
SO-101654,2024-03-21,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,FreshNest,Food,5,3709.85
SO-101843,2024-03-21,Sales,1003,Spinneys,50007,Spinneys - Al Qusais,Al Qusais,Anjali Menon,Lumora,HPC,2,3762.36
SO-100131,2024-03-22,Return,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,Goldenfields,Food,-8,-8192.56
SO-100497,2024-03-22,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Lumora,HPC,1,1677.16
SO-101070,2024-03-22,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Auracare,HPC,3,7254.48
SO-100486,2024-03-23,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,FreshLine,HPC,1,975.77
SO-100710,2024-03-23,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,FreshLine,HPC,2,1795.52
SO-101270,2024-03-23,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,SunHarvest,Food,5,3043.45
SO-101645,2024-03-23,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Goldenfields,Food,2,2002.06
SO-101662,2024-03-23,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Zaytoona,Food,1,1759.3
SO-100159,2024-03-24,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Cedarna,Food,1,1098.0
SO-100424,2024-03-24,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,DeliMia,Food,8,10103.44
SO-100534,2024-03-24,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Bakehouse Co,Food,40,37206.0
SO-101158,2024-03-26,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Auracare,HPC,2,4528.0
SO-100094,2024-03-27,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,FreshNest,Food,2,1251.58
SO-100836,2024-03-27,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Mintleaf,HPC,5,3505.85
SO-101294,2024-03-27,Sales,1009,West Zone Supermarket,50038,West Zone Supermarket - Downtown,Downtown,Joseph Mathew,Oasis Delights,Food,8,6405.04
SO-101897,2024-03-27,Sales,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Caressa,HPC,8,12429.92
SO-101639,2024-03-28,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Zaytoona,Food,3,4819.2
SO-100559,2024-03-29,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,Caressa,HPC,2,2877.7
SO-100927,2024-03-29,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Silkene,HPC,20,37156.0
SO-100999,2024-03-29,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Sparklo,HPC,1,1057.69
SO-100779,2024-03-30,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,PureGlow,HPC,2,4929.86
SO-101766,2024-03-30,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Lumora,HPC,1,1737.83
SO-101934,2024-03-30,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Oasis Delights,Food,1,910.45
SO-100829,2024-03-31,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Marhaba Gold,Food,1,574.06
SO-101513,2024-03-31,Sales,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,SunHarvest,Food,1,579.4
SO-101773,2024-03-31,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Bakehouse Co,Food,8,7517.76
SO-101905,2024-03-31,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Bakehouse Co,Food,1,868.58
SO-100013,2024-04-01,Sales,1008,  Nesto Hypermarket ,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Lumora,HPC,12,25614.36
SO-100018,2024-04-01,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Bakehouse Co,Food,12,11507.76
SO-100706,2024-04-01,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,PureGlow,HPC,5,15248.6
SO-101159,2024-04-01,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,SunHarvest,Food,2,1237.82
SO-101683,2024-04-01,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Oasis Delights,Food,40,33376.4
SO-101944,2024-04-01,Sales,1012,Viva Supermarket,50054,Viva Supermarket - Jebel Ali,Jebel Ali,Priya Raj,Goldenfields,Food,5,4768.45
SO-101032,2024-04-02,Sales,1014,Day to Day,50062,Day to Day - Deira,Deira,Rashid Al Marzooqi,SunHarvest,Food,12,7207.68
SO-101625,2024-04-02,Return,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Cedarna,Food,-5,-6591.4
SO-100870,2024-04-03,Return,1003,Spinneys,50010,Spinneys - Mirdif,Mirdif,Vikram Nair,Auracare,HPC,-3,-7896.0
SO-101643,2024-04-03,Sales,1005,Union Coop,50017,Union Coop - Karama,Karama,Daniel Costa,Zaytoona,Food,2,3566.62
SO-100748,2024-04-06,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Marhaba Gold,Food,20,12318.2
SO-101125,2024-04-06,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Mintleaf,HPC,2,1567.24
SO-101536,2024-04-06,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,DeliMia,Food,2,2494.94
SO-101569,2024-04-06,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,PureGlow,HPC,3,8871.54
SO-101664,2024-04-06,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,FreshLine,HPC,3,2792.61
SO-100056,2024-04-07,Sales,1014,Day to Day,50063,Day to Day - Al Barsha,Al Barsha,Mohammed Saleh,Goldenfields,Food,2,2165.16
SO-100161,2024-04-07,Sales,1008,Nesto Hypermarket,50031,Nesto Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Cedarna,Food,1,1146.38
SO-101230,2024-04-08,Return,1015,Safeer Market,50068,Safeer Market - Al Quoz,Al Quoz,Ayesha Siddiqui,Bakehouse Co,Food,-2,-1757.78
SO-101922,2024-04-08,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Silkene,HPC,8,13333.84
SO-101948,2024-04-08,Sales,1012,Viva Supermarket,50053,Viva Supermarket - Al Barsha,Al Barsha,Mohammed Saleh,Mintleaf,HPC,5,3340.9
SO-100205,2024-04-09,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,DeliMia,Food,40,44060.0
SO-101456,2024-04-09,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,Zaytoona,Food,5,9134.45
SO-100521,2024-04-10,Sales,1008,Nesto Hypermarket,50030,Nesto Hypermarket - JLT,JLT,Arjun Pillai,Goldenfields,Food,1,1030.2
SO-100682,2024-04-10,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Zaytoona,Food,2,3325.6
SO-101196,2024-04-10,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,FreshNest,Food,8,5724.96
SO-101907,2024-04-11,Return,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Goldenfields,Food,-60,-52356.6
SO-100299,2024-04-12,Sales,1015,Safeer Market,50067,Safeer Market - Jumeirah,Jumeirah,Grace Fernandes,Silkene,HPC,20,28891.0
SO-100938,2024-04-12,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,Cedarna,Food,2,2739.08
SO-101036,2024-04-12,Sales,1007,Al Maya Supermarket,50027,Al Maya Supermarket - Festival City,Festival City,Omar Haddad,Silkene,HPC,2,3329.98
SO-101680,2024-04-12,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,SunHarvest,Food,60,36325.2
SO-101743,2024-04-12,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Lumora,HPC,1,1797.68
SO-101857,2024-04-12,Sales,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Cleanova,HPC,12,12055.92
SO-100338,2024-04-13,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,Crunchio,Food,2,955.78
SO-100717,2024-04-13,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Cleanova,HPC,60,64819.2
SO-101603,2024-04-13,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Bakehouse Co,Food,1,821.21
SO-100359,2024-04-14,Sales,1014,Day to Day,50062,Day to Day - Deira,Deira,Rashid Al Marzooqi,Verdé,HPC,5,9119.95
SO-100750,2024-04-14,Sales,1008,Nesto Hypermarket,50032,Nesto Hypermarket - Discovery Gardens,Discovery Gardens,Lina Aboud,Cedarna,Food,2,2269.5
SO-100772,2024-04-14,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Verdé,HPC,12,27644.28
SO-100377,2024-04-15,Sales,1009,West Zone Supermarket,50037,West Zone Supermarket - Al Qusais,Al Qusais,Anjali Menon,Cleanova,HPC,40,46664.0
SO-100789,2024-04-15,Sales,1015,Safeer Market,50066,Safeer Market - Festival City,Festival City,Omar Haddad,DeliMia,Food,8,7610.56
SO-100811,2024-04-15,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Verdé,HPC,2,3868.78
SO-101237,2024-04-15,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Crunchio,Food,1,552.82
SO-101607,2024-04-15,Sales,1006,Waitrose,50025,Waitrose - International City,International City,Sunil Kumar,Marhaba Gold,Food,1,557.56
SO-101887,2024-04-16,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,Cleanova,HPC,3,2979.66
SO-100168,2024-04-17,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Lumora,HPC,1,1816.29
SO-100994,2024-04-17,Sales,1005,Union Coop,50020,Union Coop - Al Qusais,Al Qusais,Anjali Menon,Cleanova,HPC,5,6235.7
SO-101515,2024-04-17,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Crunchio,Food,5,2664.3
SO-100070,2024-04-18,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Cedarna,Food,100,137198.0
SO-100157,2024-04-18,Sales,1007,Al Maya Supermarket,50026,Al Maya Supermarket - International City,International City,Sunil Kumar,DeliMia,Food,8,8218.4
SO-101630,2024-04-18,Return,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,Cedarna,Food,-1,-1479.39
SO-101797,2024-04-18,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,Zaytoona,Food,3,5546.91
SO-101034,2024-04-20,Sales,1009,West Zone Supermarket,50040,West Zone Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Silkene,HPC,3,5418.96
SO-100066,2024-04-21,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Bakehouse Co,Food,20,14640.2
SO-101160,2024-04-21,Sales,1012,Viva Supermarket,50051,Viva Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Zaytoona,Food,3,4191.36
SO-101234,2024-04-23,Sales,1010,Géant,50046,Géant - Jumeirah,Jumeirah,Grace Fernandes,DeliMia,Food,20,26058.2
SO-101479,2024-04-23,Sales,1005,Union Coop,50016,Union Coop - Al Quoz,Al Quoz,Ayesha Siddiqui,Lumora,HPC,1,1724.16
SO-100281,2024-04-24,Sales,1001,Carrefour,50002,Carrefour - Jebel Ali,Jebel Ali,Priya Raj,Caressa,HPC,3,3575.79
SO-100780,2024-04-24,Sales,1015,Safeer Market,50065,Safeer Market - Discovery Gardens,Discovery Gardens,Lina Aboud,PureGlow,HPC,3,8656.53
SO-101594,2024-04-24,Sales,1014,Day to Day,50061,Day to Day - Motor City,Motor City,Rashid Al Marzooqi,Cedarna,Food,2,2415.34
SO-101633,2024-04-24,Sales,1004,Choithrams,50012,Choithrams - Mirdif,Mirdif,Vikram Nair,Cedarna,Food,1,1388.46
SO-100289,2024-04-25,Sales,1002,Lulu Hypermarket,50004,Lulu Hypermarket - Bur Dubai,Bur Dubai,Anjali Menon,Auracare,HPC,12,32876.04
SO-101526,2024-04-25,Sales,1006,Waitrose,50023,Waitrose - Bur Dubai,Bur Dubai,Anjali Menon,DeliMia,Food,5,6268.2
SO-101734,2024-04-25,Sales,1004,Choithrams,50015,Choithrams - JLT,JLT,Arjun Pillai,Cedarna,Food,1,1336.64
SO-101286,2024-04-26,Sales,1010,Géant,50041,Géant - Dubai Marina,Dubai Marina,Fatima Khan,Cleanova,HPC,8,9256.64
SO-100774,2024-04-27,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,DeliMia,Food,40,42625.2
SO-101349,2024-04-27,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,PureGlow,HPC,100,264632.0
SO-101736,2024-04-27,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,Cleanova,HPC,5,6857.7
SO-100034,2024-04-28,Sales,1001,Carrefour,50001,Carrefour - Deira,Deira,Rashid Al Marzooqi,Caressa,HPC,5,8122.1
SO-100384,2024-04-28,Sales,1012,Viva Supermarket,50052,Viva Supermarket - Dubai Marina,Dubai Marina,Fatima Khan,Mintleaf,HPC,2,1523.78
SO-101792,2024-04-28,Return,1001,Carrefour,50003,Carrefour - Satwa,Satwa,Mohammed Saleh,Verdé,HPC,-12,-26082.24
SO-100343,2024-04-29,Sales,1005,Union Coop,50019,Union Coop - Jebel Ali,Jebel Ali,Priya Raj,Oasis Delights,Food,2,1534.54
SO-100643,2024-04-29,Sales,1011,Aswaaq,50050,Aswaaq - International City,International City,Sunil Kumar,Bakehouse Co,Food,5,3984.15
SO-101550,2024-04-29,Sales,1015,Safeer Market,50064,Safeer Market - Motor City,Motor City,Rashid Al Marzooqi,Auracare,HPC,8,18764.88
SO-100277,2024-04-30,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,FreshLine,HPC,20,21138.6
SO-101265,2024-04-30,Return,1014,Day to Day,50060,Day to Day - Jumeirah,Jumeirah,Grace Fernandes,Cedarna,Food,-8,-8646.48
SO-101573,2024-04-30,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,SunHarvest,Food,1,482.8
SO-100072,2024-05-01,Return,1002,Lulu Hypermarket,50005,Lulu Hypermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Mintleaf,HPC,-20,-17474.6
SO-100099,2024-05-02,Sales,1010,Géant,50044,Géant - Al Barsha,Al Barsha,Mohammed Saleh,Cedarna,Food,3,4212.03
SO-100878,2024-05-02,Sales,1011,Aswaaq,50048,Aswaaq - Al Barsha,Al Barsha,Mohammed Saleh,Sparklo,HPC,12,11719.8
SO-100902,2024-05-02,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,PureGlow,HPC,2,5237.26
SO-101030,2024-05-02,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Silkene,HPC,1,1987.73
SO-101371,2024-05-02,Sales,1013,Grandiose Supermarket,50056,Grandiose Supermarket - Silicon Oasis,Silicon Oasis,Mariam Hassan,Zaytoona,Food,1,1566.3
SO-101472,2024-05-02,Sales,1013,Grandiose Supermarket,50057,Grandiose Supermarket - Jumeirah,Jumeirah,Grace Fernandes,Zaytoona,Food,8,13074.4
SO-101903,2024-05-02,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,SunHarvest,Food,1,504.16
SO-100014,2024-05-03,Sales,1004,Choithrams,50013,Choithrams - Karama,Karama,Daniel Costa,Auracare,HPC,5,11783.1
SO-101335,2024-05-03,Sales,1012,Viva Supermarket,50055,Viva Supermarket - Downtown,Downtown,Joseph Mathew,Cleanova,HPC,1,1286.56
SO-100565,2024-05-04,Sales,1014,Day to Day,50059,Day to Day - Al Qusais,Al Qusais,Anjali Menon,Cleanova,HPC,1,1121.21
SO-101164,2024-05-04,Sales,1002,Lulu Hypermarket,50006,Lulu Hypermarket - Deira,Deira,Rashid Al Marzooqi,Mintleaf,HPC,20,16525.0
SO-101255,2024-05-04,Sales,1006,Waitrose,50021,Waitrose - Deira,Deira,Rashid Al Marzooqi,Bakehouse Co,Food,3,2483.04
SO-101511,2024-05-04,Sales,1006,Waitrose,50022,Waitrose - Mirdif,Mirdif,Vikram Nair,DeliMia,Food,5,5892.25
SO-101957,2024-05-04,Return,1009,West Zone Supermarket,50039,West Zone Supermarket - International City,International City,Sunil Kumar,Lumora,HPC,-8,-16736.56
SO-100550,2024-05-05,Sales,1005,Union Coop,50018,Union Coop - International City,International City,Sunil Kumar,Crunchio,Food,8,3466.8
